BBLCOUNT        1.0         0
0x7fc1bedf7799 0 2 13
0x7fc1bedf7e11 61 8 28
0x7fc1bedf7e2d 60 4 18
0x7fc1bedf7e4c 60 5 12
0x7fc1bedf7e58 17 16 72
0x7fc1bedf93ae 0 6 28
0x7fc1bedf9248 1 2 5
0x7fc1bedf91f3 1 1 2
0x7fc1bedf91d9 9 7 26
0x7fc1bedfd83c 1 7 26
0x7fc1bedf91c0 9 7 25
0x7fc1bedfd856 1 4 13
0x7fc1bedf94b5 2 9 18
0x7fc1bedf942c 0 3 11
0x7fc1bedf9408 1 6 36
0x7fc1bedf94e2 0 2 7
0x7fc1bedf94d0 1 3 18
0x7fc1bedf9514 1 1 5
0x7fc1bedf950d 2 3 7
0x7fc1bedf93ca 1 1 5
0x7fc1bedf93c5 1 2 5
0x7fc1bedf920c 1 13 60
0x7fc1bedf9378 1 11 54
0x7fc1bedf9368 15 4 16
0x7fc1bedf9378 0 11 54
0x7fc1bedf9353 1 9 37
0x7fc1bedf9343 9 4 16
0x7fc1bedf94f0 9 2 15
0x7fc1bedf9353 0 9 37
0x7fc1bedf9343 0 4 16
0x7fc1bedf9308 9 11 59
0x7fc1bedf92df 7 8 41
0x7fc1bedf92cf 7 4 16
0x7fc1bedf9294 9 13 59
0x7fc1bedf927d 9 6 23
0x7fc1bedf9250 9 15 45
0x7fc1bedfdd60 1 15 56
0x7fc1bedfda2d 1 3 21
0x7fc1bedfccc7 51 2 5
0x7fc1bedfcccc 51 6 24
0x7fc1bedfcce4 47 3 10
0x7fc1bedfccee 47 6 12
0x7fc1bedf7900 14 3 14
0x7fc1bedf790e 14 6 28
0x7fc1bedf7e40 103 3 12
0x7fc1bedf7e4c 94 5 12
0x7fc1bedf7e58 39 16 72
0x7fc1bedfd830 7 3 12
0x7fc1bedfd83c 7 7 26
0x7fc1bedfd856 7 4 13
0x7fc1bedfd86c 8 4 10
0x7fc1bedfd876 11 3 8
0x7fc1bedfd87e 8 6 9
0x7fc1bedf812c 53 2 9
0x7fc1bedfd8c8 1 2 9
0x7fc1bedfd8d1 1 3 12
0x7fc1bedfd933 1 2 5
0x7fc1bedfd938 0 8 15
0x7fc1bedfd8e0 9 6 24
0x7fc1bedfd8f8 8 6 20
0x7fc1bedfd90c 7 2 10
0x7fc1bedfd950 1 2 10
0x7fc1bedfd95a 1 1 2
0x7fc1bedfd916 7 2 9
0x7fc1bedfd91f 7 5 17
0x7fc1bedfd800 7 12 31
0x7fc1bedfd81f 6 6 17
0x7fc1bedfd830 1 3 12
0x7fc1bedf76f0 155 33 159
0x7fc1bedf9cce 8 3 9
0x7fc1bedf9cd7 5 9 48
0x7fc1bedf9cda 114 8 45
0x7fc1bedf8070 153 17 61
0x7fc1bedf80ad 153 11 43
0x7fc1bedf80d8 0 8 50
0x7fc1bedf80c0 2065 8 24
0x7fc1bedf80d8 155 8 50
0x7fc1bedf810a 116 2 13
0x7fc1bedf8117 155 4 21
0x7fc1bedf812c 155 2 9
0x7fc1bedf8135 155 8 44
0x7fc1bedf817b 155 13 78
0x7fc1bedf9c93 8 15 59
0x7fc1bedf778f 155 2 10
0x7fc1bedf7799 6 2 13
0x7fc1bedf77a6 858 2 13
0x7fc1bedf77b3 858 2 13
0x7fc1bedf77c0 858 3 14
0x7fc1bedf77ce 858 9 45
0x7fc1bedf77fb 856 15 55
0x7fc1bedf7832 704 3 21
0x7fc1bedf7847 704 3 10
0x7fc1bedf7851 413 3 9
0x7fc1bedf785a 169 5 24
0x7fc1bedf7890 555 3 13
0x7fc1bedf789d 25 9 20
0x7fc1bedf9b78 1292 5 15
0x7fc1bedf9922 54 1 3
0x7fc1bedf9925 9 3 13
0x7fc1bedf9932 9 8 35
0x7fc1bedf9955 8 11 48
0x7fc1bedf9985 8 7 32
0x7fc1bedf99a5 8 2 9
0x7fc1bedf99ae 7 18 79
0x7fc1bedf9b40 10 8 35
0x7fc1bedf9b63 8 2 9
0x7fc1bedf9b6c 7 2 5
0x7fc1bedf9b71 7 6 22
0x7fc1bedf9b87 7 2 10
0x7fc1bedf9b91 7 6 19
0x7fc1bedf7765 709 7 42
0x7fc1bedf9b87 1292 2 10
0x7fc1bedf9b91 1292 6 19
0x7fc1bedf9ba4 10 3 16
0x7fc1bedf9bb4 10 4 20
0x7fc1bedf9bc8 9 11 58
0x7fc1bedf9c02 9 12 62
0x7fc1bedf9c40 9 2 10
0x7fc1bedf9c4a 9 2 9
0x7fc1bedf9c53 9 4 16
0x7fc1bedf9c63 8 2 13
0x7fc1bedf9c70 8 2 10
0x7fc1bedf9c7a 8 2 10
0x7fc1bedf9c84 8 4 15
0x7fc1bedf9543 7 3 10
0x7fc1bedf81c9 155 2 5
0x7fc1bedf81ce 130 5 34
0x7fc1bedf81f0 130 3 8
0x7fc1bedf81f8 130 4 11
0x7fc1bedf8203 130 6 29
0x7fc1bedf8220 130 3 15
0x7fc1bedf822f 130 3 17
0x7fc1bedf8240 130 11 28
0x7fc1bedf9d07 153 7 28
0x7fc1bedf94ae 7 10 25
0x7fc1bedf954d 7 4 15
0x7fc1bedf9540 89 4 13
0x7fc1bedf954d 0 4 15
0x7fc1bedf789f 130 8 18
0x7fc1bedf953d 6 1 2
0x7fc1bedf9529 7 5 20
0x7fc1bedf9521 7 3 8
0x7fc1bedf9519 7 2 8
0x7fc1bedf9452 0 5 24
0x7fc1bedf9437 6 6 27
0x7fc1bedf942c 7 3 11
0x7fc1bedf9410 7 5 28
0x7fc1bedf93e7 4 4 19
0x7fc1bedf93df 4 2 8
0x7fc1bedf93d3 7 3 12
0x7fc1bedf9d23 128 6 23
0x7fc1bedf9d3a 128 2 10
0x7fc1bedf75b7 71 4 15
0x7fc1bedf778f 709 2 10
0x7fc1bedf7799 24 2 13
0x7fc1bedf7e11 152 8 28
0x7fc1bedf7e2d 152 4 18
0x7fc1bedf7e4c 152 5 12
0x7fc1bedf7e58 53 16 72
0x7fc1bedf7e40 223 3 12
0x7fc1bedf7e4c 199 5 12
0x7fc1bedf7e58 79 16 72
0x7fc1bedf7560 137 11 48
0x7fc1bedf7590 137 5 19
0x7fc1bedf75a3 135 3 14
0x7fc1bedf75b1 135 2 6
0x7fc1bedf9922 9 1 3
0x7fc1bedf75ce 64 5 20
0x7fc1bedf75e2 58 2 9
0x7fc1bedf75eb 58 10 41
0x7fc1bedf7690 116 3 12
0x7fc1bedf769c 116 2 4
0x7fc1bedf76a0 0 1 5
0x7fc1bedf7627 137 7 28
0x7fc1bedf7ea0 132 7 33
0x7fc1bedf7ec1 4 2 7
0x7fc1bedf78c2 130 4 12
0x7fc1bedf78ce 119 2 5
0x7fc1bedf78d3 119 2 5
0x7fc1bedf790e 119 6 28
0x7fc1bedfb6c3 1 14 59
0x7fc1bedfb93e 0 1 2
0x7fc1bedfb91d 1 8 33
0x7fc1bedfb8d6 1 15 71
0x7fc1bedfb8ab 1 10 43
0x7fc1bedfc0c3 1 1 5
0x7fc1bedfc0b9 1 2 10
0x7fc1bedfc09c 1 6 29
0x7fc1bedfb742 0 12 46
0x7fc1bedfb73c 0 2 6
0x7fc1bedfb72c 1 3 16
0x7fc1bedfb70e 1 6 30
0x7fc1bedfb6fe 1 3 16
0x7fc1bedfb6d6 8 10 40
0x7fc1bedfb949 23 3 8
0x7fc1bedfb68c 1 10 55
0x7fc1bedfb680 1 3 12
0x7fc1bedfb66d 1 4 19
0x7fc1bedfb623 1 7 38
0x7fc1bedfb617 1 3 12
0x7fc1bedfb608 1 4 15
0x7fc1bedfb4c3 1 3 8
0x7fc1bedfb4b5 1 2 14
0x7fc1bedfb4a7 1 2 14
0x7fc1bedfb517 6 4 15
0x7fc1bedfb55d 6 3 8
0x7fc1bedfb546 7 4 23
0x7fc1bedfb526 7 6 32
0x7fc1bedfb907 9 5 22
0x7fc1bedfd7b1 1 7 33
0x7fc1bedfd780 1 11 49
0x7fc1bedfba81 1 8 15
0x7fc1bedfba78 1 2 9
0x7fc1bedfba6c 0 2 12
0x7fc1bedfba30 1 10 60
0x7fc1bedfbad6 2 5 30
0x7fc1bedfbac0 2 5 22
0x7fc1bedfba28 0 2 8
0x7fc1bedfb9f0 2 11 56
0x7fc1bedfb9b4 2 11 60
0x7fc1bedfb93e 3 1 2
0x7fc1bedfb91d 8 8 33
0x7fc1bedfb517 1 4 15
0x7fc1bedfb98f 7 5 28
0x7fc1bedfb965 5 10 42
0x7fc1bedfb959 6 3 12
0x7fc1bedfb965 2 10 42
0x7fc1bedfb959 2 3 12
0x7fc1bedfb951 7 3 8
0x7fc1bedfb93e 4 1 2
0x7fc1bedfb928 21 6 22
0x7fc1bedfb951 21 3 8
0x7fc1bedfb949 54 3 8
0x7fc1bedfb940 56 3 9
0x7fc1bedfb959 0 3 12
0x7fc1bedfb951 0 3 8
0x7fc1bedf98b1 9 3 16
0x7fc1bedfb3e1 205 4 16
0x7fc1bedfb3f1 13 2 10
0x7fc1bedfb3d5 13 7 28
0x7fc1bedfb3d0 17 2 5
0x7fc1bedfb457 8 15 80
0x7fc1bedfb446 17 3 17
0x7fc1bedfb439 17 3 13
0x7fc1bedfd706 17 13 55
0x7fc1bedfad62 17 3 6
0x7fc1bedf9204 7 15 68
0x7fc1bedf91f8 35 4 12
0x7fc1bedf9860 9 14 46
0x7fc1bedf988e 9 7 35
0x7fc1bedfb3f1 197 2 10
0x7fc1bedf9d58 9 2 14
0x7fc1bedf9d66 0 3 16
0x7fc1bedf9d76 0 2 12
0x7fc1bedf98c1 9 4 20
0x7fc1bedf98d5 9 2 14
0x7fc1bedf98e3 9 6 40
0x7fc1bedf990b 9 2 9
0x7fc1bedf9914 1 5 17
0x7fc1bedf9da0 8 5 21
0x7fc1bedf9db5 8 4 20
0x7fc1bedf9dc9 8 5 27
0x7fc1bedf9de4 8 1 5
0x7fc1bedf9914 8 5 17
0x7fc1bedfb55d 2 3 8
0x7fc1bedfb4f6 7 8 33
0x7fc1bedfb4ea 7 3 12
0x7fc1bedfb3fb 6 5 21
0x7fc1bedf93e7 3 4 19
0x7fc1bedf93df 3 2 8
0x7fc1bedf93d0 3 4 15
0x7fc1bedfb5ef 2 3 19
0x7fc1bedfb5bf 2 10 48
0x7fc1bedfb5a7 7 4 24
0x7fc1bedfb381 0 13 54
0x7fc1bedfb376 0 2 11
0x7fc1bedfb35f 8 4 23
0x7fc1bedfb565 8 5 22
0x7fc1bedfa882 7 2 6
0x7fc1bedfb546 2 4 23
0x7fc1bedfb535 2 4 17
0x7fc1bedfb4cb 7 6 31
0x7fc1bedfb4c6 8 2 5
0x7fc1bedfbdab 0 5 21
0x7fc1bedfbd9b 201 3 16
0x7fc1bedf953d 1 1 2
0x7fc1bedf9452 0 5 24
0x7fc1bedf9437 1 6 27
0x7fc1bedf92df 2 8 41
0x7fc1bedf92cf 2 4 16
0x7fc1bedfd7d2 1 10 45
0x7fc1bedfb3fb 3 5 21
0x7fc1bedf81f8 0 4 11
0x7fc1bedfa1e9 3 5 27
0x7fc1bedfa1e0 3 2 9
0x7fc1bedfa182 13 7 32
0x7fc1bedfa16d 13 4 21
0x7fc1bedf785a 10 5 24
0x7fc1bedf878d 1 2 16
0x7fc1bedf8168 25 1 6
0x7fc1bedf816e 25 4 13
0x7fc1bedf817b 0 13 78
0x7fc1bedf81ce 25 5 34
0x7fc1bedf81f0 0 3 8
0x7fc1bedf789d 0 9 20
0x7fc1bedf89b7 25 3 8
0x7fc1bedf89bf 25 4 11
0x7fc1bedf89ca 0 2 7
0x7fc1bedf8981 25 3 15
0x7fc1bedf824a 25 9 18
0x7fc1bedf9d3a 25 2 10
0x7fc1bedfa160 13 3 13
0x7fc1bedf9d44 0 4 13
0x7fc1bedf9d23 12 6 23
0x7fc1bedf9d44 0 4 13
0x7fc1bedfa87c 7 2 6
0x7fc1bedf7832 24 3 21
0x7fc1bedf761d 2 2 4
0x7fc1bedf7614 2 3 9
0x7fc1bedf7900 11 3 14
0x7fc1bedf790e 11 6 28
0x7fc1bedf75eb 60 10 41
0x7fc1bedf75e2 60 2 9
0x7fc1bedf75ce 68 5 20
0x7fc1bedf75c6 71 2 8
0x7fc1bedf9cd7 34 9 48
0x7fc1bedf9cce 135 3 9
0x7fc1bedf9c93 135 15 59
0x7fc1bedf9d3a 12 2 10
0x7fc1bedf7847 24 3 10
0x7fc1bedf7851 22 3 9
0x7fc1bedf7872 179 5 22
0x7fc1bedfd964 1 1 2
0x7fc1bedfd960 1 2 4
0x7fc1bedf9c84 138 4 15
0x7fc1bedf7888 179 4 21
0x7fc1bedf9c7a 144 2 10
0x7fc1bedf9c70 145 2 10
0x7fc1bedfa204 0 1 5
0x7fc1bedf9fb0 149 5 25
0x7fc1bedf9f98 172 4 16
0x7fc1bedf9c40 163 2 10
0x7fc1bedf9c63 152 2 13
0x7fc1bedf9c02 163 12 62
0x7fc1bedf9fc9 8 1 5
0x7fc1bedf9f88 12 3 11
0x7fc1bedf9c4a 163 2 9
0x7fc1bedf9c53 163 4 16
0x7fc1bedf9bf0 163 4 18
0x7fc1bedff1e5 8 3 7
0x7fc1bedfebe0 40 5 17
0x7fc1bedff1ec 0 1 5
0x7fc1bedff1b0 50 4 12
0x7fc1bedff1bc 50 13 48
0x7fc1bedff1ec 8 1 5
0x7fc1bedfef94 33 3 12
0x7fc1bedfea30 198 6 11
0x7fc1bedfea09 0 3 11
0x7fc1bedff0c2 10 4 17
0x7fc1bedff1ec 0 1 5
0x7fc1bedfefbc 16 5 18
0x7fc1bedfefa0 40 8 28
0x7fc1bedfebf9 40 9 26
0x7fc1bedfebf1 40 2 8
0x7fc1bedfef14 0 1 5
0x7fc1bedfeb2d 219 3 9
0x7fc1bedfeb22 219 3 11
0x7fc1bedff1bc 0 13 48
0x7fc1bedff1b3 8 3 9
0x7fc1bedfeb18 259 2 10
0x7fc1bedfe8ad 1 2 5
0x7fc1bedff07f 6 4 16
0x7fc1bedff075 8 2 10
0x7fc1bedfef8a 4 5 22
0x7fc1bedfef60 24 12 42
0x7fc1bedfe800 1 10 45
0x7fc1bedfe82d 1 4 13
0x7fc1bedfe83a 1 4 15
0x7fc1bedfe160 1 1 2
0x7fc1bedfe849 1 2 4
0x7fc1bedfe84d 1 4 14
0x7fc1bedfe85b 0 3 14
0x7fc1bedfe898 1 6 21
0x7fc1bedfefce 8 4 15
0x7fc1bedfe862 1 2 7
0x7fc1bedfe869 1 7 43
0x7fc1bedfe9d0 198 7 21
0x7fc1bedfe9e5 198 3 9
0x7fc1bedfe9ee 198 3 9
0x7fc1bedfe9f7 0 1 2
0x7fc1bedfea09 198 3 11
0x7fc1bedfea14 198 2 4
0x7fc1bedfea18 0 6 14
0x7fc1bedfea00 198 3 9
0x7fc1bedfea14 26 2 4
0x7fc1bedfeef0 8 9 36
0x7fc1bedff185 8 2 5
0x7fc1bedff093 8 7 24
0x7fc1bedff07f 2 4 16
0x7fc1bedff06f 2 4 16
0x7fc1bedff336 1 7 13
0x7fc1bedff324 10 7 18
0x7fc1bedff0b0 10 9 18
0x7fc1bedff198 8 5 20
0x7fc1bedff18a 10 2 14
0x7fc1bedff17e 10 3 7
0x7fc1bedff147 24 17 55
0x7fc1bedff130 24 7 23
0x7fc1bedff120 8 3 8
0x7fc1bedff0ab 0 2 5
0x7fc1bedff17e 6 3 7
0x7fc1bedff147 16 17 55
0x7fc1bedff133 16 6 20
0x7fc1bedff10a 8 8 30
0x7fc1bedff0e3 10 6 39
0x7fc1bedfeec4 8 6 24
0x7fc1bedff0d3 10 3 16
0x7fc1bedff2e0 1 8 18
0x7fc1bedff2f2 1 4 10
0x7fc1bedff30b 10 3 11
0x7fc1bedff316 10 4 14
0x7fc1bedfee70 10 14 39
0x7fc1bedfef8a 3 5 22
0x7fc1bedff0ab 8 2 5
0x7fc1bedfee97 10 8 45
0x7fc1bedfea18 26 6 14
0x7fc1bedfeb84 0 5 25
0x7fc1bedfeb36 0 19 78
0x7fc1bedfeb2d 40 3 9
0x7fc1bedfeb22 40 3 11
0x7fc1bedfeb18 40 2 10
0x7fc1bedfeb0f 40 3 9
0x7fc1bedfeb02 40 3 13
0x7fc1bedfeaf2 40 3 16
0x7fc1bedfeab0 40 17 66
0x7fc1bedff0b0 0 9 18
0x7fc1bedfef63 16 11 39
0x7fc1bedfef2d 93 3 11
0x7fc1bedfef20 93 3 13
0x7fc1bedfef47 16 7 22
0x7fc1bedfef3c 16 3 11
0x7fc1bedfef38 109 2 4
0x7fc1bedfef2d 16 3 11
0x7fc1bedfef14 0 1 5
0x7fc1bedfeedc 8 13 56
0x7fc1bedff0ab 2 2 5
0x7fc1bedff090 50 8 27
0x7fc1bedff0b0 0 9 18
0x7fc1bedfe160 1 1 2
0x7fc1bedfea09 26 3 11
0x7fc1bedfea00 380 3 9
0x7fc1bedfe170 9 2 5
0x7fc1bedfe175 0 6 27
0x7fc1bedfe190 0 2 5
0x7fc1bedfe1c8 9 3 14
0x7fc1bedfe1d6 1 3 11
0x7fc1bedfe1e1 0 3 13
0x7fc1bedfe19b 1 9 39
0x7fc1bedfe190 8 2 5
0x7fc1bedfea30 354 6 11
0x7fc1bedfea18 0 6 14
0x7fc1bedfea14 380 2 4
0x7fc1bedfe9ee 380 3 9
0x7fc1bedfe9f7 0 1 2
0x7fc1bedfea09 380 3 11
0x7fc1bedfe9d0 380 7 21
0x7fc1bedfe195 0 10 45
0x7fc1bedff0b0 0 9 18
0x7fc1bedfe9e5 380 3 9
0x7fc1bedfe1f0 8 1 2
0x7fc1bedffea0 2 3 13
0x7fc1bedfff80 1 10 30
0x7fc1bedfff9e 1 2 11
0x7fc1bedfffa9 1 3 13
0x7fc1bedfffb6 1 3 13
0x7fc1bedfffc3 1 6 21
0x7fc1bedffead 2 5 23
0x7fc1bee00090 1 16 59
0x7fc1bee00076 1 6 24
0x7fc1bee0005a 1 9 28
0x7fc1bee00021 1 14 57
0x7fc1bee00018 1 2 9
0x7fc1bee00000 2 7 24
0x7fc1bee00076 1 6 24
0x7fc1bee0005a 1 9 28
0x7fc1bee00021 1 14 57
0x7fc1bee0024f 1 2 10
0x7fc1bee00210 1 7 26
0x7fc1bee0022a 1 3 12
0x7fc1bee00236 1 5 25
0x7fc1bee0026d 1 1 3
0x7fc1bee0026d 286 1 3
0x7fc1bee00263 1 5 13
0x7fc1bee00259 1 2 10
0x7fc1bee00270 1 1 2
0x7fc1bee001f0 1 5 21
0x7fc1bee00272 1 2 5
0x7fc1bee00277 1 2 5
0x7fc1bee0027c 1 5 25
0x7fc1bee00295 1 2 9
0x7fc1bee0029e 1 8 19
0x7fc1bee00417 1 5 16
0x7fc1bee00431 2 5 25
0x7fc1bee00427 2 3 10
0x7fc1bee003a6 1 4 18
0x7fc1bee0044a 1 3 8
0x7fc1bee00452 1 7 32
0x7fc1bee00472 0 8 37
0x7fc1bee00497 0 4 19
0x7fc1bee00417 1 5 16
0x7fc1bee004e0 1 11 28
0x7fc1bee003e4 2 2 9
0x7fc1bee003cd 2 4 23
0x7fc1bee003c0 2 2 13
0x7fc1bee00472 0 8 37
0x7fc1bee00452 1 7 32
0x7fc1bee0044a 1 3 8
0x7fc1bee003ed 2 10 42
0x7fc1bee00395 1 4 17
0x7fc1bee0035c 1 12 57
0x7fc1bee00340 1 10 28
0x7fc1bee00be7 2 11 34
0x7fc1bee00ba8 0 2 5
0x7fc1bee00b9c 0 4 12
0x7fc1bee00b70 2 7 23
0x7fc1bee00b93 2 3 9
0x7fc1bee042b1 6 3 11
0x7fc1bee04061 27 2 6
0x7fc1bee04010 28 3 13
0x7fc1bee0401d 28 12 46
0x7fc1bee046c0 17 3 10
0x7fc1bee0404b 28 3 11
0x7fc1bee0485c 0 1 5
0x7fc1bee04014 27 2 9
0x7fc1bee0401d 27 12 46
0x7fc1bee046ca 17 3 9
0x7fc1bee0429e 6 6 19
0x7fc1bee04290 6 4 14
0x7fc1bee04848 1 5 20
0x7fc1bee047a8 1 5 20
0x7fc1bee048a8 1 5 20
0x7fc1bee048bc 0 1 5
0x7fc1bee03725 51 10 44
0x7fc1bee03fa0 6 7 32
0x7fc1bee0405f 55 1 2
0x7fc1bee04056 62 2 9
0x7fc1bee03f39 62 2 3
0x7fc1bee03e8b 13 9 30
0x7fc1bee03e82 13 2 9
0x7fc1bee03e70 366 5 18
0x7fc1bee03f19 366 5 20
0x7fc1bee03f15 428 2 4
0x7fc1bee04600 1 18 64
0x7fc1bee03f10 428 2 5
0x7fc1bee047bc 0 1 5
0x7fc1bee046ca 1 3 9
0x7fc1bee04679 1 16 81
0x7fc1bee0464a 1 8 47
0x7fc1bee04640 27 3 10
0x7fc1bee0464a 0 8 47
0x7fc1bee04640 1 3 10
0x7fc1bee03e70 0 5 18
0x7fc1bee042c0 7 10 48
0x7fc1bee042bc 13 2 4
0x7fc1bee042b1 7 3 11
0x7fc1bee04286 0 1 2
0x7fc1bee04271 7 6 21
0x7fc1bee04260 7 4 17
0x7fc1bee03f2d 13 3 6
0x7fc1bee03e82 0 2 9
0x7fc1bee042f0 7 1 2
0x7fc1bee03e68 13 2 8
0x7fc1bee03f02 0 3 5
0x7fc1bee04828 1 5 20
0x7fc1bee0483c 0 1 5
0x7fc1bee046d8 1 6 20
0x7fc1bee046ec 0 12 73
0x7fc1bee046e0 8 4 12
0x7fc1bee046ec 0 12 73
0x7fc1bee04380 0 3 20
0x7fc1bee04461 0 5 21
0x7fc1bee04458 0 2 9
0x7fc1bee041f0 7 9 18
0x7fc1bee0444b 7 2 13
0x7fc1bee04394 7 1 5
0x7fc1bee04380 7 3 20
0x7fc1bee045ad 7 2 8
0x7fc1bee045a4 7 2 9
0x7fc1bee048c8 1 5 19
0x7fc1bee04372 7 3 14
0x7fc1bee0436c 7 2 6
0x7fc1bee0435b 7 2 5
0x7fc1bee04353 7 3 8
0x7fc1bee0434b 7 2 8
0x7fc1bee04325 0 5 21
0x7fc1bee04319 0 3 12
0x7fc1bee04306 7 5 19
0x7fc1bee04cd6 6 3 12
0x7fc1bee0476c 1 3 14
0x7fc1bee0477a 1 5 20
0x7fc1bee04cb0 1 4 11
0x7fc1bee04cbb 1 3 10
0x7fc1bee04cc5 1 4 12
0x7fc1bee04cc0 27 2 5
0x7fc1bee04cc5 21 4 12
0x7fc1bee04cd1 1 1 2
0x7fc1bee0475c 1 3 16
0x7fc1bee04ce2 0 2 6
0x7fc1bee04ce8 0 4 12
0x7fc1bee04cc5 6 4 12
0x7fc1bee04cd1 0 1 2
0x7fc1bee03efa 13 2 8
0x7fc1bee03efa 0 2 8
0x7fc1bee03eda 0 8 32
0x7fc1bee03ec8 13 5 18
0x7fc1bee0487c 1 1 5
0x7fc1bee048db 0 1 5
0x7fc1bee04888 1 5 20
0x7fc1bee0489c 0 1 5
0x7fc1bee047e8 1 5 20
0x7fc1bee047fc 0 1 5
0x7fc1bee047c8 1 5 20
0x7fc1bee047dc 0 1 5
0x7fc1bee04868 1 5 20
0x7fc1bee0404b 27 3 11
0x7fc1bee046f0 1 11 69
0x7fc1bee04735 1 3 12
0x7fc1bee04741 1 2 9
0x7fc1bee0474a 0 3 18
0x7fc1bee048e0 1 1 5
0x7fc1bee048e5 1 2 12
0x7fc1bee04755 1 2 7
0x7fc1bee04930 1 1 2
0x7fc1bee04114 1 4 24
0x7fc1bee04ba3 1 9 22
0x7fc1bee04b9f 1 2 4
0x7fc1bee04b8b 1 4 20
0x7fc1bee04b42 1 7 26
0x7fc1bee04b3b 2 2 7
0x7fc1bee04b28 2 4 19
0x7fc1bee04b42 0 7 26
0x7fc1bee04b3b 1 2 7
0x7fc1bee04b1e 1 2 5
0x7fc1bee04b01 1 5 29
0x7fc1bee04ae0 1 10 33
0x7fc1bee04b5c 0 1 2
0x7fc1bee045c0 1 4 17
0x7fc1bee045d1 0 1 2
0x7fc1bee045d8 1 3 16
0x7fc1bee0419e 1 3 17
0x7fc1bee04170 1 10 46
0x7fc1bee04163 1 3 13
0x7fc1bee045e8 1 3 16
0x7fc1bee0478e 1 9 20
0x7fc1bee0414a 1 5 25
0x7fc1bee04139 1 3 17
0x7fc1bee036f0 51 11 53
0x7fc1bee0412c 1 3 13
0x7fc1bee03ff1 7 7 27
0x7fc1bee03e60 75 4 16
0x7fc1bee041bc 0 2 16
0x7fc1bee03f8f 1 3 17
0x7fc1bee03e70 75 5 18
0x7fc1bee03fa0 1 7 32
0x7fc1bee03fc0 7 9 49
0x7fc1bee0404b 7 3 11
0x7fc1bee0400c 7 2 4
0x7fc1bee03f6e 7 3 16
0x7fc1bee03f7e 6 2 10
0x7fc1bee03f50 7 10 30
0x7fc1bee041af 1 3 13
0x7fc1bee03f88 6 4 24
0x7fc1bee03e82 0 2 9
0x7fc1bee04db6 0 7 30
0x7fc1bee04dab 1 4 11
0x7fc1bee04d90 1 7 27
0x7fc1bee04db6 5 7 30
0x7fc1bee04e30 1 7 37
0x7fc1bee04e17 43 7 24
0x7fc1bee04dd4 5 7 29
0x7fc1bee04dab 42 4 11
0x7fc1bee04d89 47 8 34
0x7fc1bee04d70 48 7 25
0x7fc1bee04df7 5 13 56
0x7fc1bee04df1 5 2 6
0x7fc1bee04e70 47 3 13
0x7fc1bee04e9a 21 1 5
0x7fc1bee04e80 21 8 26
0x7fc1bee07cd6 1 4 12
0x7fc1bee069b0 23 3 10
0x7fc1bee0794f 2 5 9
0x7fc1bee0794f 0 5 9
0x7fc1bee0793b 0 6 20
0x7fc1bee08450 2 2 5
0x7fc1bee07919 2 11 34
0x7fc1bee090b0 2 8 15
0x7fc1bee081de 3 7 23
0x7fc1bee07cda 1 3 8
0x7fc1bee08e0b 2 2 8
0x7fc1bee081f5 0 6 17
0x7fc1bee08d62 2 7 13
0x7fc1bee0906a 1 2 5
0x7fc1bee0906f 0 3 10
0x7fc1bee09079 0 2 5
0x7fc1bee06e18 16 2 5
0x7fc1bee07c2a 1 2 4
0x7fc1bee0794f 0 5 9
0x7fc1bee07b7a 1 2 5
0x7fc1bee06db0 24 21 72
0x7fc1bee0793b 2 6 20
0x7fc1bee0792c 2 5 15
0x7fc1bee06df8 18 9 32
0x7fc1bee07a2f 2 2 8
0x7fc1bee08050 7 12 42
0x7fc1bee08049 7 3 7
0x7fc1bee08040 7 2 9
0x7fc1bee08031 0 3 24
0x7fc1bee08017 0 9 26
0x7fc1bee08010 7 3 7
0x7fc1bee07a20 2 1 5
0x7fc1bee0790f 0 1 5
0x7fc1bee06fd8 0 4 16
0x7fc1bee078f3 2 7 28
0x7fc1bee080b0 7 2 9
0x7fc1bee078b3 2 7 25
0x7fc1bee078a7 4 4 12
0x7fc1bee07890 4 8 23
0x7fc1bee06fcd 6 4 11
0x7fc1bee06fbe 7 5 15
0x7fc1bee06fb3 7 4 11
0x7fc1bee07b76 1 3 9
0x7fc1bee07c26 1 3 8
0x7fc1bee06fa4 7 5 15
0x7fc1bee06f99 9 4 11
0x7fc1bee08240 10 4 12
0x7fc1bee069c2 23 1 1
0x7fc1bee07a25 2 2 10
0x7fc1bee07cd6 1 4 12
0x7fc1bee0838e 0 10 36
0x7fc1bee08368 1 9 38
0x7fc1bee07aee 1 17 65
0x7fc1bee07ace 1 5 16
0x7fc1bee07e7b 1 7 34
0x7fc1bee07d96 1 2 6
0x7fc1bee06e29 24 2 3
0x7fc1bee069ba 23 2 8
0x7fc1bee06f60 9 7 31
0x7fc1bee06f7f 9 4 11
0x7fc1bee06f8a 9 5 15
0x7fc1bee06ad0 17 19 79
0x7fc1bee07fab 1 6 19
0x7fc1bee08420 1 5 20
0x7fc1bee08320 2 6 22
0x7fc1bee07f9b 3 6 16
0x7fc1bee07f96 6 2 5
0x7fc1bee080b9 1 2 4
0x7fc1bee0934a 1 3 13
0x7fc1bee0794f 2 5 9
0x7fc1bee08ad0 83 3 7
0x7fc1bee08ad7 80 3 6
