BBLCOUNT        1.0         0
0x7fc1ab27c950 2 2 5
0x7fc1ab27c95f 2 3 13
0x7fc1ab27caf0 3 2 9
0x7fc1ab27ca30 3 4 17
0x7fc1ab27ca41 0 5 20
0x7fc1ab27ca55 0 2 5
0x7fc1ab27cb18 1 8 15
0x7fc1ab27ca10 1 9 22
0x7fc1ab27caeb 3 2 5
0x7fc1ab27ca41 0 5 20
0x7fc1ab27ca26 1 8 27
0x7fc1ab27cad6 3 5 21
0x7fc1ab27cad1 4 2 5
0x7fc1ab27ce40 1 20 140
0x7fc1ab27cef0 1 10 41
0x7fc1ab27cecc 1 4 23
0x7fc1ab27cf19 1 3 12
0x7fc1ab27cf25 1 20 137
0x7fc1ab27d016 3 3 9
0x7fc1ab27d009 0 1 5
0x7fc1ab27cfd0 3 5 13
0x7fc1ab27cfdd 0 2 5
0x7fc1ab27cfe2 0 3 9
0x7fc1ab27cfe2 3 3 9
0x7fc1ab27cfeb 0 5 21
0x7fc1ab27d000 0 3 9
0x7fc1ab27d000 3 3 9
0x7fc1ab27d2d7 1 2 4
0x7fc1ab27d2e4 1 2 5
0x7fc1ab27d27f 0 3 13
0x7fc1ab27d2ca 1 3 13
0x7fc1ab27d2b0 1 4 26
0x7fc1ab27d244 0 4 17
0x7fc1ab27d3b8 1 4 19
0x7fc1ab27d277 0 2 8
0x7fc1ab27d273 1 2 4
0x7fc1ab27d32e 1 1 5
0x7fc1ab27d320 1 3 14
0x7fc1ab27d255 0 4 18
0x7fc1ab27d3a0 1 8 24
0x7fc1ab27d2e9 0 6 27
0x7fc1ab27d470 1 4 23
0x7fc1ab27d3dd 1 3 15
0x7fc1ab27d1c2 1 2 11
0x7fc1ab27d1a8 1 5 26
0x7fc1ab27d3cb 1 5 18
0x7fc1ab27d487 1 7 12
0x7fc1ab27d304 1 9 18
0x7fc1ab27d147 0 6 38
0x7fc1ab27d137 0 3 16
0x7fc1ab27d120 1 11 23
0x7fc1ab27d1ee 0 3 9
0x7fc1ab27d1f7 0 3 13
0x7fc1ab27d236 1 3 14
0x7fc1ab27d1e3 1 3 11
0x7fc1ab27da21 3 2 2
0x7fc1ab27da04 0 1 5
0x7fc1ab27d9fc 0 2 8
0x7fc1ab27d9f3 3 3 9
0x7fc1ab27d9fc 0 2 8
0x7fc1ab27d9eb 0 4 17
0x7fc1ab27d9e0 3 4 11
0x7fc1ab281020 52 10 30
0x7fc1ab2812ee 2 4 14
0x7fc1ab2812fc 0 5 22
0x7fc1ab281312 0 2 5
0x7fc1ab28135f 2 4 16
0x7fc1ab281244 2 12 48
0x7fc1ab281274 2 3 13
0x7fc1ab281281 0 4 18
0x7fc1ab281802 2 3 14
0x7fc1ab281810 2 2 11
0x7fc1ab28181b 2 5 22
0x7fc1ab281831 2 4 18
0x7fc1ab281110 50 2 9
0x7fc1ab281066 40 9 32
0x7fc1ab28103e 52 9 40
0x7fc1ab2802a6 6 2 8
0x7fc1ab27fbda 0 14 60
0x7fc1ab2810e9 2 4 18
0x7fc1ab2810d7 2 5 18
0x7fc1ab2810a9 2 1 2
0x7fc1ab281099 2 5 16
0x7fc1ab2810a9 0 1 2
0x7fc1ab281098 0 5 17
0x7fc1ab281086 2 4 18
0x7fc1ab27fd8a 0 3 12
0x7fc1ab27fd64 1 8 38
0x7fc1ab2813d1 2 5 21
0x7fc1ab27fbcf 1 2 11
0x7fc1ab27fbb0 2 10 31
0x7fc1ab281185 1 3 12
0x7fc1ab281133 1 2 5
0x7fc1ab281119 47 7 26
0x7fc1ab281330 2 4 17
0x7fc1ab281341 0 8 30
0x7fc1ab28135f 0 4 16
0x7fc1ab2813c0 2 4 17
0x7fc1ab281a24 1 3 13
0x7fc1ab281557 1 7 22
0x7fc1ab2815a3 41 6 26
0x7fc1ab2815bd 1 2 10
0x7fc1ab2815c7 0 3 13
0x7fc1ab2819b0 1 10 47
0x7fc1ab2819df 0 3 18
0x7fc1ab2819f1 0 7 30
0x7fc1ab281b60 1 2 8
0x7fc1ab281548 76 4 15
0x7fc1ab281a31 0 2 10
0x7fc1ab281a3b 0 2 8
0x7fc1ab28206c 1 2 9
0x7fc1ab282075 0 1 5
0x7fc1ab281a59 1 3 16
0x7fc1ab281a69 0 7 31
0x7fc1ab281a88 0 7 32
0x7fc1ab281bff 1 16 67
0x7fc1ab281281 9 4 18
0x7fc1ab27fd96 0 14 37
0x7fc1ab27fd70 126 6 26
0x7fc1ab27fd8a 1 3 12
0x7fc1ab27fd96 0 14 37
0x7fc1ab27fdbb 1 3 19
0x7fc1ab27fd9d 1 12 30
0x7fc1ab281191 2 40 152
0x7fc1ab281274 50 3 13
0x7fc1ab281c42 1 5 21
0x7fc1ab281293 9 2 13
0x7fc1ab2814f7 49 2 13
0x7fc1ab281504 46 12 48
0x7fc1ab281534 46 2 4
0x7fc1ab281538 40 4 16
0x7fc1ab281548 40 4 15
0x7fc1ab281557 3 7 22
0x7fc1ab281540 115 3 8
0x7fc1ab2810fb 42 9 21
0x7fc1ab281dbd 1 4 15
0x7fc1ab281dcc 1 10 44
0x7fc1ab281e27 1 2 8
0x7fc1ab281ae8 1 2 9
0x7fc1ab281af1 1 5 26
0x7fc1ab281b0b 1 16 63
0x7fc1ab281b4a 1 3 14
0x7fc1ab281b58 0 1 5
0x7fc1ab281dab 1 4 18
0x7fc1ab281530 6 2 4
0x7fc1ab28158d 5 7 22
0x7fc1ab28158d 1 7 22
0x7fc1ab281580 2 3 13
0x7fc1ab28157c 10 2 4
0x7fc1ab281195 48 39 148
0x7fc1ab281960 40 19 74
0x7fc1ab2819aa 0 1 5
0x7fc1ab281d3f 0 2 4
0x7fc1ab281c57 1 7 26
0x7fc1ab281c71 1 4 15
0x7fc1ab281c80 0 3 11
0x7fc1ab281c94 1 4 18
0x7fc1ab281ca6 1 7 32
0x7fc1ab281cc6 0 2 5
0x7fc1ab281d23 1 2 13
0x7fc1ab281d30 1 4 15
0x7fc1ab2810fb 2 9 21
0x7fc1ab281ea4 1 2 8
0x7fc1ab281eac 0 6 29
0x7fc1ab281d53 1 3 12
0x7fc1ab281d5f 0 15 55
0x7fc1ab281d96 0 5 21
0x7fc1ab281e9a 1 3 10
0x7fc1ab281d6b 1 12 43
0x7fc1ab281d96 1 5 21
0x7fc1ab280800 2 2 11
0x7fc1ab28116a 3 4 17
0x7fc1ab2804fa 0 3 16
0x7fc1ab2804ef 0 2 11
0x7fc1ab2804cb 1 8 36
0x7fc1ab2804bb 1 10 52
0x7fc1ab2804aa 2 4 17
0x7fc1ab280498 2 4 18
0x7fc1ab281534 6 2 4
0x7fc1ab2807c0 2 3 12
0x7fc1ab281538 3 4 16
0x7fc1ab281548 4 4 15
0x7fc1ab280456 0 4 20
0x7fc1ab28044a 2 2 12
0x7fc1ab280440 2 2 10
0x7fc1ab2803fc 0 7 27
0x7fc1ab2803f6 2 2 6
0x7fc1ab281748 2 4 13
0x7fc1ab281755 0 2 9
0x7fc1ab28036b 6 8 18
0x7fc1ab281843 2 6 25
0x7fc1ab28185c 1 3 13
0x7fc1ab281869 1 15 67
0x7fc1ab28179f 8 8 29
0x7fc1ab281504 3 12 48
0x7fc1ab281534 3 2 4
0x7fc1ab2803e8 2 3 14
0x7fc1ab281185 0 3 12
0x7fc1ab2807f8 2 1 5
0x7fc1ab281538 3 4 16
0x7fc1ab2807ee 2 2 10
0x7fc1ab2807d8 2 2 9
0x7fc1ab2807cc 2 3 12
0x7fc1ab28117b 1 3 10
0x7fc1ab28156d 1 4 15
0x7fc1ab281831 5 4 18
0x7fc1ab281827 6 2 10
0x7fc1ab2817f8 2 2 10
0x7fc1ab2817ef 2 3 9
0x7fc1ab2817de 8 4 17
0x7fc1ab2817d4 8 2 10
0x7fc1ab28071b 2 3 19
0x7fc1ab280710 2 2 11
0x7fc1ab281843 5 6 25
0x7fc1ab28070e 0 1 2
0x7fc1ab2817bc 8 6 24
0x7fc1ab280380 2 2 8
0x7fc1ab280388 2 3 14
0x7fc1ab280396 0 6 28
0x7fc1ab2806f0 2 4 18
0x7fc1ab280702 0 2 12
0x7fc1ab280363 0 2 8
0x7fc1ab28185c 5 3 13
0x7fc1ab281869 0 15 67
0x7fc1ab281879 5 13 51
0x7fc1ab2810e9 8 4 18
0x7fc1ab2810fb 8 9 21
0x7fc1ab2803a1 2 4 17
0x7fc1ab2803b2 2 2 11
0x7fc1ab2803bd 0 3 13
0x7fc1ab281557 1 7 22
0x7fc1ab280c95 2 5 20
0x7fc1ab280ca9 0 3 16
0x7fc1ab280cb9 0 3 14
0x7fc1ab2803bd 2 3 13
0x7fc1ab2803ca 2 4 17
0x7fc1ab2803db 2 2 13
0x7fc1ab2818b5 1 4 22
0x7fc1ab2812c7 8 2 13
0x7fc1ab2812b6 8 4 17
0x7fc1ab281408 1 12 44
0x7fc1ab2813fd 6 2 11
0x7fc1ab2813f0 8 3 13
0x7fc1ab2812b6 0 4 17
0x7fc1ab2812ad 8 2 9
0x7fc1ab2812a0 9 3 13
0x7fc1ab280260 6 16 50
0x7fc1ab281869 1 15 67
0x7fc1ab281860 1 2 9
0x7fc1ab281484 0 5 16
0x7fc1ab281434 1 18 80
0x7fc1ab2818cb 1 1 5
0x7fc1ab281774 2 4 17
0x7fc1ab281785 0 4 17
0x7fc1ab281796 0 2 9
0x7fc1ab2818ac 2 2 9
0x7fc1ab28117f 2 2 6
0x7fc1ab281185 1 3 12
0x7fc1ab27fbdb 1 14 59
0x7fc1ab27fc16 1 1 5
0x7fc1ab27fd30 10 4 17
0x7fc1ab27fd41 1 8 15
0x7fc1ab2816a6 0 5 15
0x7fc1ab28169c 0 2 10
0x7fc1ab281685 3 5 23
0x7fc1ab27fc16 9 1 5
0x7fc1ab27fc08 9 4 14
0x7fc1ab280292 6 2 10
0x7fc1ab281580 12 3 13
0x7fc1ab28157c 83 2 4
0x7fc1ab281570 83 3 12
0x7fc1ab28035e 4 2 5
0x7fc1ab280355 4 3 9
0x7fc1ab281580 0 3 13
0x7fc1ab28035e 0 2 5
0x7fc1ab28157c 4 2 4
0x7fc1ab280354 0 3 10
0x7fc1ab280342 4 4 18
0x7fc1ab280354 0 3 10
0x7fc1ab280339 0 7 27
0x7fc1ab280334 4 2 5
0x7fc1ab28031b 4 2 7
0x7fc1ab2802fb 4 8 32
0x7fc1ab2802ef 4 2 11
0x7fc1ab28029c 6 2 10
0x7fc1ab2812d4 2 4 13
0x7fc1ab2802ae 6 3 16
0x7fc1ab2802be 4 4 18
0x7fc1ab281230 6 18 68
0x7fc1ab281274 6 3 13
0x7fc1ab281281 0 4 18
0x7fc1ab28156d 4 4 15
0x7fc1ab2802d0 4 3 17
0x7fc1ab2802e1 4 3 14
0x7fc1ab283595 0 2 9
0x7fc1ab283580 52 3 12
0x7fc1ab28358c 52 2 9
0x7fc1ab283520 2 8 28
0x7fc1ab283550 2 4 16
0x7fc1ab2835a0 52 2 8
0x7fc1ab2835a8 52 3 8
0x7fc1ab2835b0 52 3 11
0x7fc1ab2835bb 52 2 9
0x7fc1ab2835c4 52 5 10
0x7fc1ab28353c 2 4 20
0x7fc1ab283520 49 8 28
0x7fc1ab28353c 49 4 20
0x7fc1ab283550 49 4 16
0x7fc1ab283550 1 4 16
0x7fc1ab28353c 1 4 20
0x7fc1ab283575 52 3 11
0x7fc1ab28365d 1 5 11
0x7fc1ab28356c 52 2 9
0x7fc1ab283520 2 8 28
0x7fc1ab2839e3 0 5 19
0x7fc1ab2839b0 36 4 19
0x7fc1ab2839c3 36 2 9
0x7fc1ab2839cc 4 4 12
0x7fc1ab283a80 33 1 2
0x7fc1ab2839ef 6 2 7
0x7fc1ab2839d8 6 3 11
0x7fc1ab2839cc 2 4 12
0x7fc1ab2839c3 3 2 9
0x7fc1ab2839b0 3 4 19
0x7fc1ab283d50 1 9 42
0x7fc1ab283ae4 1 2 9
0x7fc1ab283adb 1 2 9
0x7fc1ab283aa0 1 13 59
0x7fc1ab283da5 1 9 41
0x7fc1ab283ae4 0 2 9
0x7fc1ab283adb 0 2 9
0x7fc1ab283aa0 1 13 59
0x7fc1ab284728 1 5 22
0x7fc1ab2846c2 1 4 12
0x7fc1ab28476e 0 2 10
0x7fc1ab284764 1 2 10
0x7fc1ab28475a 1 2 10
0x7fc1ab2846ce 1 2 5
0x7fc1ab2846c2 27 4 12
0x7fc1ab2846ce 0 2 5
0x7fc1ab2846d3 0 3 9
0x7fc1ab2846dc 1 4 15
0x7fc1ab2846eb 0 1 2
0x7fc1ab2846ed 1 8 23
0x7fc1ab28473e 1 2 8
0x7fc1ab2846b8 28 2 10
0x7fc1ab284746 1 3 15
0x7fc1ab284755 1 1 5
0x7fc1ab284635 1 15 99
0x7fc1ab284698 1 4 15
0x7fc1ab2846a7 1 3 12
0x7fc1ab2846c6 1 3 8
0x7fc1ab284624 0 18 116
0x7fc1ab284600 1 9 36
0x7fc1ab2846ce 0 2 5
0x7fc1ab2846d3 0 3 9
0x7fc1ab285020 1 5 26
0x7fc1ab284fe8 1 1 5
0x7fc1ab28504e 1 3 14
0x7fc1ab284fc0 1 7 40
0x7fc1ab285040 1 3 14
0x7fc1ab28503a 0 1 5
0x7fc1ab286290 2 2 9
0x7fc1ab286299 2 5 18
0x7fc1ab288630 1 12 48
0x7fc1ab288660 1 10 58
0x7fc1ab289530 1 5 18
0x7fc1ab289542 0 7 29
0x7fc1ab2881b3 1 6 25
0x7fc1ab2881ac 0 9 32
0x7fc1ab2881aa 1 1 2
0x7fc1ab288520 0 10 58
0x7fc1ab28869a 1 12 56
0x7fc1ab2880ed 1 4 12
0x7fc1ab28855a 0 12 56
0x7fc1ab289535 1 4 13
0x7fc1ab289542 1 7 29
0x7fc1ab2880fb 1 1 1
0x7fc1ab288190 1 8 26
0x7fc1ab288140 65 6 17
0x7fc1ab288151 64 2 5
0x7fc1ab288156 64 11 50
0x7fc1ab289550 64 5 15
0x7fc1ab2880f9 0 2 3
0x7fc1ab2880f9 1 2 3
0x7fc1ab2881aa 1 1 2
0x7fc1ab288188 1 10 34
0x7fc1ab2881ac 1 9 32
0x7fc1ab2884f0 1 12 48
0x7fc1ab2880e8 2 2 5
0x7fc1ab2880e8 0 2 5
0x7fc1ab2880c8 0 9 32
0x7fc1ab288080 2 21 72
0x7fc1ab289580 1 3 16
0x7fc1ab289580 23 3 16
0x7fc1ab2898b0 14 5 22
0x7fc1ab2898c6 14 3 12
0x7fc1ab2898d2 14 2 5
0x7fc1ab2898d7 14 7 28
0x7fc1ab28b645 15 4 13
0x7fc1ab28a470 0 4 18
0x7fc1ab28a440 12 12 48
0x7fc1ab28ac02 0 2 9
0x7fc1ab289cf0 4 4 13
0x7fc1ab289c24 0 2 8
0x7fc1ab289c11 0 3 19
0x7fc1ab289bfe 1 3 19
0x7fc1ab28b652 14 5 23
0x7fc1ab289c6a 11 9 29
0x7fc1ab28ad82 0 2 9
0x7fc1ab28ad70 0 4 18
0x7fc1ab289cad 0 4 13
0x7fc1ab289e40 16 2 9
0x7fc1ab28ad40 2 12 48
0x7fc1ab289ecc 14 9 32
0x7fc1ab289c87 4 9 38
0x7fc1ab289bf0 1 2 9
0x7fc1ab289e67 2 2 5
0x7fc1ab289e6c 1 11 50
0x7fc1ab289e9e 0 2 10
0x7fc1ab289eb0 15 8 26
0x7fc1ab289c51 128 5 16
0x7fc1ab289c40 139 6 17
0x7fc1ab28abf0 0 4 18
0x7fc1ab28abc0 1 12 48
0x7fc1ab289eca 15 1 2
0x7fc1ab289c2c 1 2 12
0x7fc1ab289bf9 0 1 5
0x7fc1ab289e53 16 7 20
0x7fc1ab289e49 16 2 10
0x7fc1ab289c61 0 3 9
0x7fc1ab28b674 12 2 3
0x7fc1ab28b669 2 4 11
0x7fc1ab289cdb 128 3 8
0x7fc1ab289c38 0 2 8
0x7fc1ab28b75c 1 10 34
0x7fc1ab28b7a9 1 2 6
0x7fc1ab28b79b 1 5 14
0x7fc1ab28b78f 0 2 5
0x7fc1ab28b77e 1 4 17
0x7fc1ab28a482 0 2 9
0x7fc1ab289cd8 7 4 11
0x7fc1ab28b669 2 4 11
0x7fc1ab28b660 2 3 9
0x7fc1ab289ed3 1 6 25
0x7fc1ab28b794 1 2 7
0x7fc1ab28b78f 1 2 5
0x7fc1ab28b77e 1 4 17
0x7fc1ab28b77e 0 4 17
0x7fc1ab28b75c 0 10 34
0x7fc1ab28b6f1 1 2 8
0x7fc1ab28b6de 1 3 19
0x7fc1ab28b6d9 0 1 5
0x7fc1ab28b6d0 1 2 9
0x7fc1ab289c3f 1 1 1
0x7fc1ab28b710 1 23 76
0x7fc1ab28c04a 0 5 21
0x7fc1ab28c0e0 6 3 7
0x7fc1ab28becb 4 6 25
0x7fc1ab28be80 5 8 26
0x7fc1ab28be10 30 5 21
0x7fc1ab28be25 30 5 19
0x7fc1ab28be38 25 5 20
0x7fc1ab28c110 24 3 8
0x7fc1ab28c118 24 2 4
0x7fc1ab28be9a 0 3 12
0x7fc1ab28bea6 0 3 7
0x7fc1ab28c036 1 5 20
0x7fc1ab28c030 1 2 6
0x7fc1ab28bef9 0 5 21
0x7fc1ab28beb0 5 3 13
0x7fc1ab28bee4 0 5 21
0x7fc1ab28bed0 1 5 20
0x7fc1ab28be6f 1 1 2
0x7fc1ab28be56 1 6 25
0x7fc1ab28be4c 1 2 10
0x7fc1ab28bebd 5 3 14
0x7fc1ab28d37f 1 7 25
0x7fc1ab28c5a0 15 8 23
0x7fc1ab28c5b7 0 4 12
0x7fc1ab28c5c3 0 7 25
0x7fc1ab28c670 15 4 14
0x7fc1ab28c67e 0 6 17
0x7fc1ab28c68f 0 10 32
0x7fc1ab28c6ec 15 11 35
0x7fc1ab28c70f 0 5 9
0x7fc1ab28c700 87 5 15
0x7fc1ab28c70f 15 5 9
0x7fc1ab28d35b 3 6 19
0x7fc1ab28d36e 2 6 17
0x7fc1ab28d37f 0 7 25
0x7fc1ab28d37a 2 2 5
0x7fc1ab28d37f 1 7 25
0x7fc1ab28d36e 5 6 17
0x7fc1ab28d36e 3 6 17
0x7fc1ab28d369 3 2 5
0x7fc1ab28d3bb 12 2 4
0x7fc1ab28d3bb 0 2 4
0x7fc1ab28d398 0 9 35
0x7fc1ab28d390 10 2 8
0x7fc1ab28d398 0 9 35
0x7fc1ab28d35b 6 6 19
0x7fc1ab28d356 9 2 5
0x7fc1ab28d34b 3 6 16
0x7fc1ab28d346 12 2 5
0x7fc1ab28d340 12 2 6
0x7fc1ab292349 0 1 5
0x7fc1ab29234e 1 3 19
0x7fc1ab292361 1 3 19
0x7fc1ab292374 1 2 8
0x7fc1ab292340 1 2 9
0x7fc1ab2923ae 8 7 23
0x7fc1ab2923c5 2 6 17
0x7fc1ab29240b 4 1 2
0x7fc1ab2923ec 4 9 31
0x7fc1ab2923e4 8 2 8
0x7fc1ab29240b 0 1 2
0x7fc1ab2923ec 0 9 31
0x7fc1ab2923d6 2 6 22
0x7fc1ab2923ec 0 9 31
0x7fc1ab2923d6 10 6 22
0x7fc1ab2923d1 15 2 5
0x7fc1ab2923d6 2 6 22
0x7fc1ab292390 47 3 9
0x7fc1ab29240b 43 1 2
0x7fc1ab2923d6 25 6 22
0x7fc1ab2923c5 25 6 17
0x7fc1ab2923c0 31 2 5
0x7fc1ab2923c5 5 6 17
0x7fc1ab2923ae 8 7 23
0x7fc1ab2923a9 26 2 5
0x7fc1ab29239e 21 6 16
0x7fc1ab292399 47 2 5
0x7fc1ab293b96 0 3 9
0x7fc1ab293b30 1 20 70
0x7fc1ab293b76 0 9 32
0x7fc1ab293b96 1 3 9
0x7fc1ab2947d0 8 6 37
0x7fc1ab294e38 0 5 20
0x7fc1ab2947c5 8 3 11
0x7fc1ab294e1b 0 4 20
0x7fc1ab294e2f 0 2 9
0x7fc1ab294e1b 8 4 20
0x7fc1ab294b9f 0 3 14
0x7fc1ab294ed8 1 5 18
0x7fc1ab294eea 1 1 6
0x7fc1ab294ef0 0 2 9
0x7fc1ab29500c 1 5 22
0x7fc1ab295022 1 3 11
0x7fc1ab294c15 0 8 26
0x7fc1ab294c04 31 5 17
0x7fc1ab294bf7 32 3 13
0x7fc1ab294bad 32 3 12
0x7fc1ab294b9f 32 3 14
0x7fc1ab294e16 0 2 5
0x7fc1ab294e01 8 7 21
0x7fc1ab294fd9 23 8 15
0x7fc1ab294fc5 23 5 20
0x7fc1ab294db8 31 16 73
0x7fc1ab294d9f 31 5 25
0x7fc1ab294d7e 31 5 33
0x7fc1ab294bad 0 3 12
0x7fc1ab294bc0 31 12 52
0x7fc1ab294b81 31 9 30
0x7fc1ab294ef9 31 4 19
0x7fc1ab294ef0 31 2 9
0x7fc1ab294eea 31 1 6
0x7fc1ab294ee1 31 2 9
0x7fc1ab294c04 0 5 17
0x7fc1ab294bf4 0 4 16
0x7fc1ab294b3f 32 5 30
0x7fc1ab294620 24 15 46
0x7fc1ab29464e 24 12 55
0x7fc1ab294685 24 2 13
0x7fc1ab294692 24 1 5
0x7fc1ab294697 24 3 11
0x7fc1ab2946a2 24 3 12
0x7fc1ab2946ae 24 2 9
0x7fc1ab2946b7 24 4 21
0x7fc1ab2946cc 24 47 260
0x7fc1ab2947d0 24 6 37
0x7fc1ab294840 32 3 11
0x7fc1ab29484b 32 3 12
0x7fc1ab294897 33 3 11
0x7fc1ab2948a2 33 5 16
0x7fc1ab2948b2 0 9 37
0x7fc1ab294860 33 12 52
0x7fc1ab294b2a 32 4 21
0x7fc1ab294f82 32 5 29
0x7fc1ab29484b 1 3 12
0x7fc1ab294840 1 3 11
0x7fc1ab294822 33 9 30
0x7fc1ab294a7a 33 4 19
0x7fc1ab294a71 33 2 9
0x7fc1ab294a6b 33 1 6
0x7fc1ab29502d 0 2 7
0x7fc1ab295242 1 2 10
0x7fc1ab294fcb 1 3 14
0x7fc1ab294fd9 1 8 15
0x7fc1ab294a5e 33 2 13
0x7fc1ab2948a2 0 5 16
0x7fc1ab294894 0 4 14
0x7fc1ab2a17a0 1 4 14
0x7fc1ab2a2835 2 4 12
0x7fc1ab2a250b 13 3 7
0x7fc1ab2a2500 13 2 11
0x7fc1ab2a2587 0 9 24
0x7fc1ab2a257c 0 3 11
0x7fc1ab2a2574 5 3 8
0x7fc1ab2a24fa 1 1 5
0x7fc1ab2a28e0 2 8 15
0x7fc1ab2a24c0 6 9 22
0x7fc1ab2a2841 2 5 17
0x7fc1ab2a28b0 2 3 8
0x7fc1ab2a2841 0 5 17
0x7fc1ab2a24d6 6 12 36
0x7fc1ab2a2809 2 14 44
0x7fc1ab2a2800 2 2 9
0x7fc1ab2a11e0 1 11 28
0x7fc1ab2a11fc 0 3 11
0x7fc1ab2a1207 0 4 13
0x7fc1ab2a176b 1 3 13
0x7fc1ab2a1238 1 2 7
0x7fc1ab2a123f 0 2 4
0x7fc1ab2a1243 0 5 18
0x7fc1ab2a12a8 1 10 20
0x7fc1ab2a17ae 1 6 30
0x7fc1ab2a2630 2 3 11
0x7fc1ab2a28a9 0 2 5
0x7fc1ab2a289f 0 3 10
0x7fc1ab2a289a 1 2 5
0x7fc1ab2a2592 2 7 13
0x7fc1ab2a263b 2 2 8
0x7fc1ab2a2512 0 2 6
0x7fc1ab2a2888 1 5 18
0x7fc1ab2a2883 1 2 5
0x7fc1ab2a2871 1 5 18
0x7fc1ab2a286c 2 2 5
0x7fc1ab2a2310 3 2 3
0x7fc1ab2a285b 2 5 17
0x7fc1ab2a2530 13 7 35
0x7fc1ab2a2300 83 3 7
0x7fc1ab2a2307 80 3 6
0x7fc1ab2a2553 13 2 5
0x7fc1ab2a2558 3 4 16
0x7fc1ab2a2568 1 2 5
0x7fc1ab2a256d 11 3 7
0x7fc1ab2a2852 2 2 9
0x7fc1ab2a2590 4 8 15
0x7fc1ab2a257c 0 3 11
0x7fc1ab2a2574 8 3 8
0x7fc1ab2bcc69 0 4 15
0x7fc1ab2bcca4 1 12 60
0x7fc1ab2bcc9c 1 3 8
0x7fc1ab2bcc97 1 1 5
0x7fc1ab2bcc84 0 5 24
0x7fc1ab2bcc78 0 3 12
0x7fc1ab2bcc69 1 4 15
0x7fc1ab2bcc5d 0 2 12
0x7fc1ab2bcc40 1 8 29
0x7fc1ab2bcd79 1 6 20
0x7fc1ab2bcd75 1 2 4
0x7fc1ab2bcd65 1 4 16
0x7fc1ab2bcd60 1 2 5
0x7fc1ab2bcdb0 1 3 13
0x7fc1ab2bcdc5 1 3 8
0x7fc1ab2bcdc0 1 2 5
0x7fc1ab2bcdcd 1 3 8
0x7fc1ab2bce24 0 1 2
0x7fc1ab2bce78 2 2 6
0x7fc1ab2bcea3 0 2 6
0x7fc1ab2bce92 1 4 17
0x7fc1ab2bce90 1 1 2
0x7fc1ab2bce19 0 2 11
0x7fc1ab2bcdf0 15 12 41
0x7fc1ab2bceb0 16 7 14
0x7fc1ab2bceab 16 2 5
0x7fc1ab2bcea9 0 1 2
0x7fc1ab2bcea3 0 2 6
0x7fc1ab2bce9a 15 2 9
0x7fc1ab2bce6a 0 4 14
0x7fc1ab2bce64 0 2 6
0x7fc1ab2bce40 15 9 36
0x7fc1ab2bce7e 1 3 8
0x7fc1ab2bcdf0 1 12 41
0x7fc1ab2bce19 0 2 11
0x7fc1ab2bce24 0 1 2
0x7fc1ab2bce26 16 2 10
0x7fc1ab2bce30 16 3 10
0x7fc1ab2bce64 16 2 6
0x7fc1ab2bce6a 2 4 14
0x7fc1ab2bd240 2 9 21
0x7fc1ab2bd2a6 1 7 12
0x7fc1ab2bd270 14 5 22
0x7fc1ab2bd255 2 2 8
0x7fc1ab2bd25d 2 4 12
0x7fc1ab2bd269 1 6 29
0x7fc1ab2bd286 15 4 16
0x7fc1ab2bd296 15 5 16
0x7fc1ab2bd2a6 1 7 12
0x7fc1ab2c10c0 1 5 24
0x7fc1ab2c10f1 1 3 8
0x7fc1ab2c2ab7 13 5 20
0x7fc1ab2c2a40 1 8 32
0x7fc1ab2c2a60 1 2 9
0x7fc1ab2c2a69 1 1 2
0x7fc1ab2c2a6b 13 3 11
0x7fc1ab2c2a69 12 1 2
0x7fc1ab2c2a60 12 2 9
0x7fc1ab2c2a40 12 8 32
0x7fc1ab2c2a76 0 3 15
0x7fc1ab2c2f7b 13 2 7
0x7fc1ab2c2b60 13 2 5
0x7fc1ab2c2b65 0 5 21
0x7fc1ab2c2f76 13 1 5
0x7fc1ab2c2b48 13 4 16
0x7fc1ab2c2b00 0 4 23
0x7fc1ab2c2af8 13 2 8
0x7fc1ab2c9edd 1 2 6
0x7fc1ab2cb01b 1 11 46
0x7fc1ab2c9f5b 1 9 20
0x7fc1ab2c9ee3 0 3 15
0x7fc1ab2c9ef2 0 2 9
0x7fc1ab2c9d6f 1 9 32
0x7fc1ab2c9ea4 0 4 11
0x7fc1ab2c9e98 1 3 12
0x7fc1ab2c9d47 0 7 40
0x7fc1ab2c9d34 1 4 19
0x7fc1ab2c9cf0 1 19 68
0x7fc1ab2c9d53 1 5 28
0x7fc1ab2ca768 0 2 9
0x7fc1ab2ca1c3 1 2 5
0x7fc1ab2ca1c8 0 5 16
0x7fc1ab2c9eaf 0 2 8
0x7fc1ab2c9d8f 1 2 9
0x7fc1ab2ca1fc 1 3 13
0x7fc1ab2c9d98 1 14 54
0x7fc1ab2c9ed0 1 3 9
0x7fc1ab2c9ed9 0 3 10
0x7fc1ab2c9ee3 0 3 15
0x7fc1ab2ca209 1 4 16
0x7fc1ab2c9f53 1 2 5
0x7fc1ab2c9f58 0 10 23
0x7fc1ab2c9ee7 1 2 11
0x7fc1ab2c9ef2 0 2 9
0x7fc1ab2c9efb 0 5 16
0x7fc1ab2ca1a0 1 4 16
0x7fc1ab2cafe0 1 13 59
0x7fc1ab2ca1b0 0 2 4
0x7fc1ab2ca1b4 0 3 12
